,efforts_tuples,selected0,selected1,count,count_normalized,selected_motions,alpha_0_2,alpha_2_0,alpha_0_1,alpha_2_1,alpha_1_0,alpha_1_2,direct_comparison_value
531,"[(-1, 0, 1, -1), (0, 1, 1, 1)]",1,2,6,0.6,1_2,0.0,0.0,0.0,0.3,0.0,0.5,0.3
532,"[(-1, 0, 1, -1), (1, -1, -1, 0)]",0,1,7,0.636363636363636,0_1,0.0,0.0,0.636363636363636,0.0,0.27272727272727204,0.0,0.0
533,"[(-1, 0, 1, -1), (1, -1, 0, -1)]",1,2,6,0.6,1_2,0.0,0.0,0.0,0.3,0.0,0.5,0.3
534,"[(-1, 0, 1, -1), (1, -1, 0, 0)]",1,2,11,1.0,1_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
535,"[(-1, 0, 1, -1), (1, -1, 0, 1)]",1,2,10,0.909090909090909,1_2,0.0,0.0,0.0,0.909090909090909,0.0,0.818181818181818,0.0
536,"[(-1, 0, 1, -1), (1, -1, 1, 0)]",1,2,8,0.727272727272727,1_2,0.0,0.0,0.0,0.545454545454545,0.0,0.636363636363636,0.181818181818182
537,"[(-1, 0, 1, -1), (1, 0, -1, -1)]",0,2,5,0.454545454545455,0_2,0.090909090909091,0.272727272727273,0.0,0.0,0.0,0.0,0.454545454545455
538,"[(-1, 0, 1, -1), (1, 0, -1, 0)]",1,2,7,0.466666666666667,1_2,0.0,0.0,0.0,0.33333333333333404,0.0,0.06666666666666698,0.133333333333333
539,"[(-1, 0, 1, -1), (1, 0, -1, 1)]",1,2,8,0.8,1_2,0.0,0.0,0.0,0.8,0.0,0.6000000000000001,0.0
540,"[(-1, 0, 1, -1), (1, 0, 0, -1)]",1,2,5,0.5,1_2,0.0,0.0,0.0,0.09999999999999998,0.0,0.4,0.4
541,"[(-1, 0, 1, -1), (1, 0, 0, 1)]",1,2,12,0.923076923076923,1_2,0.0,0.0,0.0,0.923076923076923,0.0,0.8461538461538461,0.0
542,"[(-1, 0, 1, -1), (1, 0, 1, -1)]",0,2,7,0.7,0_2,0.49999999999999994,0.6,0.0,0.0,0.0,0.0,0.7
543,"[(-1, 0, 1, -1), (1, 0, 1, 0)]",0,2,6,0.545454545454545,0_2,0.4545454545454541,0.181818181818181,0.0,0.0,0.0,0.0,0.545454545454545
544,"[(-1, 0, 1, -1), (1, 0, 1, 1)]",0,1,5,0.454545454545455,0_1,0.0,0.0,0.181818181818182,0.0,0.181818181818182,0.0,0.272727272727273
545,"[(-1, 0, 1, -1), (1, 1, -1, 0)]",1,2,9,0.75,1_2,0.0,0.0,0.0,0.6666666666666667,0.0,0.583333333333333,0.0833333333333333
546,"[(-1, 0, 1, -1), (1, 1, 0, -1)]",0,2,5,0.454545454545455,0_2,0.3636363636363641,0.0,0.0,0.0,0.0,0.0,0.454545454545455
547,"[(-1, 0, 1, -1), (1, 1, 0, 0)]",1,2,10,0.833333333333333,1_2,0.0,0.0,0.0,0.833333333333333,0.0,0.6666666666666661,0.0
548,"[(-1, 0, 1, -1), (1, 1, 0, 1)]",1,2,8,0.666666666666667,1_2,0.0,0.0,0.0,0.666666666666667,0.0,0.333333333333334,0.0
549,"[(-1, 0, 1, -1), (1, 1, 1, 0)]",1,2,5,0.454545454545455,1_2,0.0,0.0,0.0,0.181818181818182,0.0,0.181818181818182,0.272727272727273
550,"[(-1, 0, 1, 0), (-1, 0, 1, 1)]",0,2,5,0.5,0_2,0.09999999999999998,0.4,0.0,0.0,0.0,0.0,0.5
551,"[(-1, 0, 1, 0), (-1, 1, -1, 0)]",0,1,9,0.818181818181818,0_1,0.0,0.0,0.636363636363636,0.0,0.818181818181818,0.0,0.181818181818182
552,"[(-1, 0, 1, 0), (-1, 1, 0, -1)]",0,1,8,0.8,0_1,0.0,0.0,0.7000000000000001,0.0,0.7000000000000001,0.0,0.1
553,"[(-1, 0, 1, 0), (-1, 1, 0, 0)]",0,1,6,0.5,0_1,0.0,0.0,0.33333333333333304,0.0,0.16666666666666702,0.0,0.166666666666667
554,"[(-1, 0, 1, 0), (-1, 1, 0, 1)]",1,2,6,0.545454545454545,1_2,0.0,0.0,0.0,0.4545454545454541,0.0,0.181818181818181,0.0909090909090909
555,"[(-1, 0, 1, 0), (-1, 1, 1, 0)]",0,2,6,0.545454545454545,0_2,0.4545454545454541,0.181818181818181,0.0,0.0,0.0,0.0,0.545454545454545
556,"[(-1, 0, 1, 0), (0, -1, -1, -1)]",0,1,9,0.818181818181818,0_1,0.0,0.0,0.818181818181818,0.0,0.636363636363636,0.0,0.0
557,"[(-1, 0, 1, 0), (0, -1, -1, 0)]",0,1,5,0.5,0_1,0.0,0.0,0.5,0.0,0.0,0.0,0.0
558,"[(-1, 0, 1, 0), (0, -1, -1, 1)]",0,1,8,0.8,0_1,0.0,0.0,0.8,0.0,0.6000000000000001,0.0,0.0
559,"[(-1, 0, 1, 0), (0, -1, 0, -1)]",0,1,5,0.5,0_1,0.0,0.0,0.09999999999999998,0.0,0.4,0.0,0.4
560,"[(-1, 0, 1, 0), (0, -1, 0, 1)]",1,2,11,0.846153846153846,1_2,0.0,0.0,0.0,0.846153846153846,0.0,0.6923076923076921,0.0
561,"[(-1, 0, 1, 0), (0, -1, 1, -1)]",0,2,9,0.75,0_2,0.5,0.75,0.0,0.0,0.0,0.0,0.75
562,"[(-1, 0, 1, 0), (0, -1, 1, 0)]",0,2,4,0.4,0_2,0.10000000000000003,0.10000000000000003,0.0,0.0,0.0,0.0,0.4
563,"[(-1, 0, 1, 0), (0, -1, 1, 1)]",0,2,5,0.454545454545455,0_2,0.181818181818182,0.181818181818182,0.0,0.0,0.0,0.0,0.454545454545455
564,"[(-1, 0, 1, 0), (0, 0, -1, -1)]",0,1,9,0.818181818181818,0_1,0.0,0.0,0.7272727272727271,0.0,0.7272727272727271,0.0,0.0909090909090909
565,"[(-1, 0, 1, 0), (0, 0, -1, 1)]",0,1,11,0.916666666666667,0_1,0.0,0.0,0.916666666666667,0.0,0.8333333333333337,0.0,0.0
566,"[(-1, 0, 1, 0), (0, 0, 1, -1)]",0,1,7,0.636363636363636,0_1,0.0,0.0,0.36363636363636304,0.0,0.5454545454545451,0.0,0.272727272727273
567,"[(-1, 0, 1, 0), (0, 0, 1, 1)]",1,2,5,0.416666666666667,1_2,0.0,0.0,0.0,0.16666666666666702,0.0,0.08333333333333404,0.25
568,"[(-1, 0, 1, 0), (0, 1, -1, -1)]",0,1,9,0.818181818181818,0_1,0.0,0.0,0.7272727272727271,0.0,0.7272727272727271,0.0,0.0909090909090909
569,"[(-1, 0, 1, 0), (0, 1, -1, 0)]",0,1,5,0.454545454545455,0_1,0.0,0.0,0.3636363636363641,0.0,0.0,0.0,0.0909090909090909
570,"[(-1, 0, 1, 0), (0, 1, -1, 1)]",0,1,5,0.5,0_1,0.0,0.0,0.5,0.0,0.0,0.0,0.0
571,"[(-1, 0, 1, 0), (0, 1, 0, -1)]",0,1,7,0.7,0_1,0.0,0.0,0.6,0.0,0.49999999999999994,0.0,0.1
572,"[(-1, 0, 1, 0), (0, 1, 0, 1)]",0,1,6,0.545454545454545,0_1,0.0,0.0,0.4545454545454541,0.0,0.181818181818181,0.0,0.0909090909090909
573,"[(-1, 0, 1, 0), (0, 1, 1, -1)]",0,2,6,0.545454545454545,0_2,0.363636363636363,0.272727272727272,0.0,0.0,0.0,0.0,0.545454545454545
574,"[(-1, 0, 1, 0), (0, 1, 1, 0)]",0,2,6,0.545454545454545,0_2,0.545454545454545,0.09090909090909,0.0,0.0,0.0,0.0,0.545454545454545
575,"[(-1, 0, 1, 0), (0, 1, 1, 1)]",0,1,6,0.545454545454545,0_1,0.0,0.0,0.4545454545454541,0.0,0.181818181818181,0.0,0.0909090909090909
576,"[(-1, 0, 1, 0), (1, -1, -1, 0)]",0,1,10,0.833333333333333,0_1,0.0,0.0,0.833333333333333,0.0,0.6666666666666661,0.0,0.0
577,"[(-1, 0, 1, 0), (1, -1, 0, -1)]",1,2,5,0.454545454545455,1_2,0.0,0.0,0.0,0.272727272727273,0.0,0.090909090909091,0.181818181818182
578,"[(-1, 0, 1, 0), (1, -1, 0, 0)]",1,2,9,0.692307692307692,1_2,0.0,0.0,0.0,0.692307692307692,0.0,0.38461538461538397,0.0
579,"[(-1, 0, 1, 0), (1, -1, 0, 1)]",1,2,6,0.6,1_2,0.0,0.0,0.0,0.39999999999999997,0.0,0.39999999999999997,0.2
580,"[(-1, 0, 1, 0), (1, -1, 1, 0)]",0,2,7,0.7,0_2,0.6,0.49999999999999994,0.0,0.0,0.0,0.0,0.7
581,"[(-1, 0, 1, 0), (1, 0, -1, -1)]",0,1,10,0.909090909090909,0_1,0.0,0.0,0.818181818181818,0.0,0.909090909090909,0.0,0.0909090909090909
582,"[(-1, 0, 1, 0), (1, 0, -1, 0)]",0,1,7,0.636363636363636,0_1,0.0,0.0,0.636363636363636,0.0,0.27272727272727204,0.0,0.0
583,"[(-1, 0, 1, 0), (1, 0, -1, 1)]",0,1,8,0.8,0_1,0.0,0.0,0.7000000000000001,0.0,0.7000000000000001,0.0,0.1
584,"[(-1, 0, 1, 0), (1, 0, 0, -1)]",1,2,6,0.6,1_2,0.0,0.0,0.0,0.39999999999999997,0.0,0.39999999999999997,0.2
585,"[(-1, 0, 1, 0), (1, 0, 0, 1)]",1,2,8,0.727272727272727,1_2,0.0,0.0,0.0,0.636363636363636,0.0,0.545454545454545,0.0909090909090909
586,"[(-1, 0, 1, 0), (1, 0, 1, -1)]",0,2,6,0.6,0_2,0.39999999999999997,0.39999999999999997,0.0,0.0,0.0,0.0,0.6
587,"[(-1, 0, 1, 0), (1, 0, 1, 0)]",0,2,5,0.454545454545455,0_2,0.272727272727273,0.090909090909091,0.0,0.0,0.0,0.0,0.454545454545455
588,"[(-1, 0, 1, 0), (1, 0, 1, 1)]",0,1,6,0.5,0_1,0.0,0.0,0.33333333333333304,0.0,0.16666666666666702,0.0,0.166666666666667
589,"[(-1, 0, 1, 0), (1, 1, -1, 0)]",0,1,10,0.833333333333333,0_1,0.0,0.0,0.833333333333333,0.0,0.6666666666666661,0.0,0.0
590,"[(-1, 0, 1, 0), (1, 1, 0, -1)]",0,1,5,0.454545454545455,0_1,0.0,0.0,0.090909090909091,0.0,0.272727272727273,0.0,0.363636363636364
591,"[(-1, 0, 1, 0), (1, 1, 0, 0)]",1,2,8,0.8,1_2,0.0,0.0,0.0,0.8,0.0,0.6000000000000001,0.0
592,"[(-1, 0, 1, 0), (1, 1, 0, 1)]",1,2,7,0.7,1_2,0.0,0.0,0.0,0.7,0.0,0.39999999999999997,0.0
593,"[(-1, 0, 1, 0), (1, 1, 1, 0)]",0,2,6,0.5,0_2,0.25,0.25,0.0,0.0,0.0,0.0,0.5
594,"[(-1, 0, 1, 1), (-1, 1, -1, 0)]",0,1,9,0.818181818181818,0_1,0.0,0.0,0.7272727272727271,0.0,0.7272727272727271,0.0,0.0909090909090909
595,"[(-1, 0, 1, 1), (-1, 1, 0, -1)]",0,1,8,0.666666666666667,0_1,0.0,0.0,0.5833333333333337,0.0,0.41666666666666696,0.0,0.0833333333333333
596,"[(-1, 0, 1, 1), (-1, 1, 0, 0)]",1,2,6,0.545454545454545,1_2,0.0,0.0,0.0,0.363636363636363,0.0,0.272727272727272,0.181818181818182
597,"[(-1, 0, 1, 1), (-1, 1, 0, 1)]",1,2,6,0.6,1_2,0.0,0.0,0.0,0.6,0.0,0.19999999999999996,0.0
598,"[(-1, 0, 1, 1), (-1, 1, 1, 0)]",0,2,6,0.545454545454545,0_2,0.09090909090909,0.545454545454545,0.0,0.0,0.0,0.0,0.545454545454545
599,"[(-1, 0, 1, 1), (0, -1, -1, -1)]",0,1,10,0.909090909090909,0_1,0.0,0.0,0.909090909090909,0.0,0.818181818181818,0.0,0.0
600,"[(-1, 0, 1, 1), (0, -1, -1, 0)]",0,1,9,0.9,0_1,0.0,0.0,0.8,0.0,0.9,0.0,0.1
601,"[(-1, 0, 1, 1), (0, -1, -1, 1)]",0,1,10,0.909090909090909,0_1,0.0,0.0,0.818181818181818,0.0,0.909090909090909,0.0,0.0909090909090909
602,"[(-1, 0, 1, 1), (0, -1, 0, -1)]",0,1,8,0.666666666666667,0_1,0.0,0.0,0.41666666666666696,0.0,0.5833333333333337,0.0,0.25
603,"[(-1, 0, 1, 1), (0, -1, 0, 1)]",1,2,9,0.818181818181818,1_2,0.0,0.0,0.0,0.818181818181818,0.0,0.636363636363636,0.0
604,"[(-1, 0, 1, 1), (0, -1, 1, -1)]",0,1,9,0.818181818181818,0_1,0.0,0.0,0.7272727272727271,0.0,0.7272727272727271,0.0,0.0909090909090909
605,"[(-1, 0, 1, 1), (0, -1, 1, 0)]",0,1,4,0.363636363636364,0_1,0.0,0.0,0.0,0.0,0.090909090909091,0.0,0.363636363636364
606,"[(-1, 0, 1, 1), (0, -1, 1, 1)]",0,2,5,0.454545454545455,0_2,0.272727272727273,0.090909090909091,0.0,0.0,0.0,0.0,0.454545454545455
607,"[(-1, 0, 1, 1), (0, 0, -1, -1)]",0,1,8,0.8,0_1,0.0,0.0,0.7000000000000001,0.0,0.7000000000000001,0.0,0.1
608,"[(-1, 0, 1, 1), (0, 0, -1, 1)]",0,1,9,0.818181818181818,0_1,0.0,0.0,0.818181818181818,0.0,0.636363636363636,0.0,0.0
609,"[(-1, 0, 1, 1), (0, 0, 1, -1)]",0,1,5,0.5,0_1,0.0,0.0,0.2,0.0,0.3,0.0,0.3
610,"[(-1, 0, 1, 1), (0, 0, 1, 1)]",0,1,4,0.363636363636364,0_1,0.0,0.0,0.0,0.0,0.090909090909091,0.0,0.363636363636364
611,"[(-1, 0, 1, 1), (0, 1, -1, -1)]",0,1,10,0.833333333333333,0_1,0.0,0.0,0.7499999999999998,0.0,0.7499999999999998,0.0,0.0833333333333333
612,"[(-1, 0, 1, 1), (0, 1, -1, 0)]",0,1,6,0.545454545454545,0_1,0.0,0.0,0.545454545454545,0.0,0.09090909090909,0.0,0.0
613,"[(-1, 0, 1, 1), (0, 1, -1, 1)]",0,1,10,1.0,0_1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
614,"[(-1, 0, 1, 1), (0, 1, 0, -1)]",0,1,5,0.416666666666667,0_1,0.0,0.0,0.25,0.0,0.0,0.0,0.166666666666667
615,"[(-1, 0, 1, 1), (0, 1, 0, 1)]",1,2,12,1.0,1_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
616,"[(-1, 0, 1, 1), (0, 1, 1, -1)]",0,1,7,0.636363636363636,0_1,0.0,0.0,0.36363636363636304,0.0,0.5454545454545451,0.0,0.272727272727273
617,"[(-1, 0, 1, 1), (0, 1, 1, 0)]",0,1,7,0.583333333333333,0_1,0.0,0.0,0.25000000000000006,0.0,0.4999999999999997,0.0,0.333333333333333
618,"[(-1, 0, 1, 1), (0, 1, 1, 1)]",0,2,7,0.636363636363636,0_2,0.45454545454545403,0.45454545454545403,0.0,0.0,0.0,0.0,0.636363636363636
619,"[(-1, 0, 1, 1), (1, -1, -1, 0)]",0,1,7,0.636363636363636,0_1,0.0,0.0,0.636363636363636,0.0,0.27272727272727204,0.0,0.0
620,"[(-1, 0, 1, 1), (1, -1, 0, -1)]",0,1,9,0.9,0_1,0.0,0.0,0.9,0.0,0.8,0.0,0.0
621,"[(-1, 0, 1, 1), (1, -1, 0, 0)]",1,2,10,0.909090909090909,1_2,0.0,0.0,0.0,0.909090909090909,0.0,0.818181818181818,0.0
622,"[(-1, 0, 1, 1), (1, -1, 0, 1)]",1,2,7,0.7,1_2,0.0,0.0,0.0,0.39999999999999997,0.0,0.7,0.3
623,"[(-1, 0, 1, 1), (1, -1, 1, 0)]",0,2,6,0.6,0_2,0.39999999999999997,0.39999999999999997,0.0,0.0,0.0,0.0,0.6
624,"[(-1, 0, 1, 1), (1, 0, -1, -1)]",0,1,10,1.0,0_1,0.0,0.0,1.0,0.0,1.0,0.0,0.0
625,"[(-1, 0, 1, 1), (1, 0, -1, 0)]",0,1,8,0.727272727272727,0_1,0.0,0.0,0.727272727272727,0.0,0.454545454545454,0.0,0.0
626,"[(-1, 0, 1, 1), (1, 0, -1, 1)]",0,1,10,0.909090909090909,0_1,0.0,0.0,0.909090909090909,0.0,0.818181818181818,0.0,0.0
627,"[(-1, 0, 1, 1), (1, 0, 0, -1)]",0,1,6,0.6,0_1,0.0,0.0,0.5,0.0,0.3,0.0,0.1
628,"[(-1, 0, 1, 1), (1, 0, 0, 1)]",1,2,9,0.75,1_2,0.0,0.0,0.0,0.75,0.0,0.5,0.0
629,"[(-1, 0, 1, 1), (1, 0, 1, -1)]",0,1,7,0.583333333333333,0_1,0.0,0.0,0.33333333333333304,0.0,0.4166666666666661,0.0,0.25
630,"[(-1, 0, 1, 1), (1, 0, 1, 0)]",1,2,7,0.636363636363636,1_2,0.0,0.0,0.0,0.36363636363636304,0.0,0.5454545454545451,0.272727272727273
631,"[(-1, 0, 1, 1), (1, 0, 1, 1)]",0,2,6,0.6,0_2,0.6,0.19999999999999996,0.0,0.0,0.0,0.0,0.6
632,"[(-1, 0, 1, 1), (1, 1, -1, 0)]",0,1,8,0.8,0_1,0.0,0.0,0.8,0.0,0.6000000000000001,0.0,0.0
633,"[(-1, 0, 1, 1), (1, 1, 0, -1)]",0,1,8,0.727272727272727,0_1,0.0,0.0,0.727272727272727,0.0,0.454545454545454,0.0,0.0
634,"[(-1, 0, 1, 1), (1, 1, 0, 0)]",1,2,10,1.0,1_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
635,"[(-1, 0, 1, 1), (1, 1, 0, 1)]",1,2,6,0.6,1_2,0.0,0.0,0.0,0.39999999999999997,0.0,0.39999999999999997,0.2
636,"[(-1, 0, 1, 1), (1, 1, 1, 0)]",0,1,4,0.363636363636364,0_1,0.0,0.0,0.090909090909091,0.0,0.0,0.0,0.272727272727273
637,"[(-1, 1, -1, 0), (-1, 1, 0, -1)]",0,1,9,0.818181818181818,0_1,0.0,0.0,0.636363636363636,0.0,0.818181818181818,0.0,0.181818181818182
638,"[(-1, 1, -1, 0), (-1, 1, 0, 0)]",1,2,10,0.769230769230769,1_2,0.0,0.0,0.0,0.769230769230769,0.0,0.5384615384615381,0.0
639,"[(-1, 1, -1, 0), (-1, 1, 0, 1)]",1,2,8,0.727272727272727,1_2,0.0,0.0,0.0,0.636363636363636,0.0,0.545454545454545,0.0909090909090909
640,"[(-1, 1, -1, 0), (-1, 1, 1, 0)]",0,1,4,0.4,0_1,0.0,0.0,0.2,0.0,0.0,0.0,0.2
641,"[(-1, 1, -1, 0), (0, -1, -1, -1)]",0,2,6,0.6,0_2,0.3,0.5,0.0,0.0,0.0,0.0,0.6
642,"[(-1, 1, -1, 0), (0, -1, -1, 0)]",0,2,5,0.5,0_2,0.2,0.3,0.0,0.0,0.0,0.0,0.5
643,"[(-1, 1, -1, 0), (0, -1, -1, 1)]",0,2,7,0.583333333333333,0_2,0.25000000000000006,0.4999999999999997,0.0,0.0,0.0,0.0,0.583333333333333
644,"[(-1, 1, -1, 0), (0, -1, 0, -1)]",1,2,6,0.6,1_2,0.0,0.0,0.0,0.5,0.0,0.3,0.1
645,"[(-1, 1, -1, 0), (0, -1, 0, 1)]",1,2,10,1.0,1_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
646,"[(-1, 1, -1, 0), (0, -1, 1, -1)]",1,2,5,0.5,1_2,0.0,0.0,0.0,0.4,0.0,0.09999999999999998,0.1
647,"[(-1, 1, -1, 0), (0, -1, 1, 0)]",1,2,9,0.9,1_2,0.0,0.0,0.0,0.8,0.0,0.9,0.1
648,"[(-1, 1, -1, 0), (0, -1, 1, 1)]",1,2,10,1.0,1_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
649,"[(-1, 1, -1, 0), (0, 0, -1, -1)]",0,2,7,0.7,0_2,0.6,0.49999999999999994,0.0,0.0,0.0,0.0,0.7
650,"[(-1, 1, -1, 0), (0, 0, -1, 1)]",0,2,9,0.9,0_2,0.8,0.9,0.0,0.0,0.0,0.0,0.9
651,"[(-1, 1, -1, 0), (0, 0, 1, -1)]",0,1,4,0.333333333333333,0_1,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333333
652,"[(-1, 1, -1, 0), (0, 0, 1, 1)]",1,2,9,0.75,1_2,0.0,0.0,0.0,0.6666666666666667,0.0,0.583333333333333,0.0833333333333333
653,"[(-1, 1, -1, 0), (0, 1, -1, -1)]",0,2,6,0.6,0_2,0.3,0.5,0.0,0.0,0.0,0.0,0.6
654,"[(-1, 1, -1, 0), (0, 1, -1, 0)]",0,2,6,0.6,0_2,0.39999999999999997,0.39999999999999997,0.0,0.0,0.0,0.0,0.6
655,"[(-1, 1, -1, 0), (0, 1, -1, 1)]",0,2,8,0.666666666666667,0_2,0.5,0.5,0.0,0.0,0.0,0.0,0.666666666666667
656,"[(-1, 1, -1, 0), (0, 1, 0, -1)]",1,2,4,0.4,1_2,0.0,0.0,0.0,0.10000000000000003,0.0,0.10000000000000003,0.3
657,"[(-1, 1, -1, 0), (0, 1, 0, 1)]",1,2,10,0.833333333333333,1_2,0.0,0.0,0.0,0.6666666666666661,0.0,0.833333333333333,0.166666666666667
658,"[(-1, 1, -1, 0), (0, 1, 1, -1)]",0,2,4,0.363636363636364,0_2,0.090909090909091,0.0,0.0,0.0,0.0,0.0,0.363636363636364
659,"[(-1, 1, -1, 0), (0, 1, 1, 0)]",1,2,6,0.6,1_2,0.0,0.0,0.0,0.3,0.0,0.5,0.3
660,"[(-1, 1, -1, 0), (0, 1, 1, 1)]",1,2,10,0.714285714285714,1_2,0.0,0.0,0.0,0.6428571428571426,0.0,0.5,0.0714285714285714
661,"[(-1, 1, -1, 0), (1, -1, -1, 0)]",0,2,5,0.5,0_2,0.3,0.2,0.0,0.0,0.0,0.0,0.5
662,"[(-1, 1, -1, 0), (1, -1, 0, -1)]",1,2,8,0.727272727272727,1_2,0.0,0.0,0.0,0.545454545454545,0.0,0.636363636363636,0.181818181818182
663,"[(-1, 1, -1, 0), (1, -1, 0, 0)]",1,2,9,0.9,1_2,0.0,0.0,0.0,0.8,0.0,0.9,0.1
664,"[(-1, 1, -1, 0), (1, -1, 0, 1)]",1,2,10,1.0,1_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
665,"[(-1, 1, -1, 0), (1, -1, 1, 0)]",1,2,10,0.909090909090909,1_2,0.0,0.0,0.0,0.909090909090909,0.0,0.818181818181818,0.0
666,"[(-1, 1, -1, 0), (1, 0, -1, -1)]",0,2,7,0.636363636363636,0_2,0.36363636363636304,0.5454545454545451,0.0,0.0,0.0,0.0,0.636363636363636
667,"[(-1, 1, -1, 0), (1, 0, -1, 0)]",0,2,7,0.636363636363636,0_2,0.5454545454545451,0.36363636363636304,0.0,0.0,0.0,0.0,0.636363636363636
668,"[(-1, 1, -1, 0), (1, 0, -1, 1)]",0,2,8,0.727272727272727,0_2,0.727272727272727,0.454545454545454,0.0,0.0,0.0,0.0,0.727272727272727
669,"[(-1, 1, -1, 0), (1, 0, 0, -1)]",1,2,8,0.8,1_2,0.0,0.0,0.0,0.7000000000000001,0.0,0.7000000000000001,0.1
670,"[(-1, 1, -1, 0), (1, 0, 0, 1)]",1,2,7,0.636363636363636,1_2,0.0,0.0,0.0,0.5454545454545451,0.0,0.36363636363636304,0.0909090909090909
671,"[(-1, 1, -1, 0), (1, 0, 1, -1)]",0,2,4,0.363636363636364,0_2,0.090909090909091,0.0,0.0,0.0,0.0,0.0,0.363636363636364
672,"[(-1, 1, -1, 0), (1, 0, 1, 0)]",1,2,7,0.7,1_2,0.0,0.0,0.0,0.6,0.0,0.49999999999999994,0.1
673,"[(-1, 1, -1, 0), (1, 0, 1, 1)]",1,2,11,0.916666666666667,1_2,0.0,0.0,0.0,0.916666666666667,0.0,0.8333333333333337,0.0
674,"[(-1, 1, -1, 0), (1, 1, -1, 0)]",0,2,9,0.692307692307692,0_2,0.46153846153846095,0.6153846153846151,0.0,0.0,0.0,0.0,0.692307692307692
675,"[(-1, 1, -1, 0), (1, 1, 0, -1)]",0,1,5,0.416666666666667,0_1,0.0,0.0,0.25,0.0,0.0,0.0,0.166666666666667
676,"[(-1, 1, -1, 0), (1, 1, 0, 0)]",1,2,10,0.833333333333333,1_2,0.0,0.0,0.0,0.7499999999999998,0.0,0.7499999999999998,0.0833333333333333
677,"[(-1, 1, -1, 0), (1, 1, 0, 1)]",1,2,14,1.0,1_2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
678,"[(-1, 1, -1, 0), (1, 1, 1, 0)]",0,1,4,0.363636363636364,0_1,0.0,0.0,0.090909090909091,0.0,0.0,0.0,0.272727272727273
679,"[(-1, 1, 0, -1), (-1, 1, 0, 0)]",1,2,8,0.666666666666667,1_2,0.0,0.0,0.0,0.41666666666666696,0.0,0.5833333333333337,0.25
680,"[(-1, 1, 0, -1), (-1, 1, 0, 1)]",1,2,7,0.7,1_2,0.0,0.0,0.0,0.6,0.0,0.49999999999999994,0.1
681,"[(-1, 1, 0, -1), (-1, 1, 1, 0)]",1,2,8,0.8,1_2,0.0,0.0,0.0,0.6000000000000001,0.0,0.8,0.2
682,"[(-1, 1, 0, -1), (0, -1, -1, -1)]",0,2,7,0.636363636363636,0_2,0.36363636363636304,0.5454545454545451,0.0,0.0,0.0,0.0,0.636363636363636
683,"[(-1, 1, 0, -1), (0, -1, -1, 0)]",1,2,6,0.545454545454545,1_2,0.0,0.0,0.0,0.545454545454545,0.0,0.09090909090909,0.0
684,"[(-1, 1, 0, -1), (0, -1, -1, 1)]",0,1,5,0.5,0_1,0.0,0.0,0.4,0.0,0.09999999999999998,0.0,0.1
685,"[(-1, 1, 0, -1), (0, -1, 0, -1)]",0,2,5,0.454545454545455,0_2,0.3636363636363641,0.0,0.0,0.0,0.0,0.0,0.454545454545455
686,"[(-1, 1, 0, -1), (0, -1, 0, 1)]",1,2,11,0.916666666666667,1_2,0.0,0.0,0.0,0.8333333333333337,0.0,0.916666666666667,0.0833333333333333
687,"[(-1, 1, 0, -1), (0, -1, 1, -1)]",0,2,5,0.454545454545455,0_2,0.272727272727273,0.090909090909091,0.0,0.0,0.0,0.0,0.454545454545455
688,"[(-1, 1, 0, -1), (0, -1, 1, 0)]",1,2,6,0.6,1_2,0.0,0.0,0.0,0.5,0.0,0.3,0.1
689,"[(-1, 1, 0, -1), (0, -1, 1, 1)]",1,2,7,0.7,1_2,0.0,0.0,0.0,0.6,0.0,0.49999999999999994,0.1
690,"[(-1, 1, 0, -1), (0, 0, -1, -1)]",0,1,6,0.461538461538462,0_1,0.0,0.0,0.15384615384615402,0.0,0.230769230769231,0.0,0.307692307692308
691,"[(-1, 1, 0, -1), (0, 0, -1, 1)]",1,2,8,0.666666666666667,1_2,0.0,0.0,0.0,0.5,0.0,0.5,0.166666666666667
692,"[(-1, 1, 0, -1), (0, 0, 1, -1)]",1,2,6,0.545454545454545,1_2,0.0,0.0,0.0,0.272727272727272,0.0,0.363636363636363,0.272727272727273
693,"[(-1, 1, 0, -1), (0, 0, 1, 1)]",1,2,8,0.666666666666667,1_2,0.0,0.0,0.0,0.5833333333333337,0.0,0.41666666666666696,0.0833333333333333
694,"[(-1, 1, 0, -1), (0, 1, -1, -1)]",0,2,6,0.6,0_2,0.5,0.3,0.0,0.0,0.0,0.0,0.6
695,"[(-1, 1, 0, -1), (0, 1, -1, 0)]",1,2,5,0.416666666666667,1_2,0.0,0.0,0.0,0.16666666666666702,0.0,0.08333333333333404,0.25
696,"[(-1, 1, 0, -1), (0, 1, -1, 1)]",1,2,5,0.5,1_2,0.0,0.0,0.0,0.4,0.0,0.09999999999999998,0.1
